,lemmatized,label
704,richard scrushy update healthsouth ceo today new netflix series trial medium take hard look dramatic memorable trial recent history lens idea courtroom drama increasingly transform form entertainment trial richard scrushy aka king richard ceo healthsouth corporation alabamabase global healthcare company here need know corruption trial s richard scrushy today scrushys personal website bill speaker businessman entrepreneur available hire speaking engagement say wife leslie child grandchild commercial instrument multiengine pilot author musician songwriter interview cbs wiat scrushy say time prison kind like grow austere situation lot time hand say spend time teach prison education program grow faith scrushy undergo criminal trial trial medium official trailer netflixfrom executive producer george clooney grant heslov televise case define headline reach different area law include unforgettable jenny jones madeforcourt tv murder trial sensational story rod blagojevichs political fall case amadou diallo unarmed african immigrant shoot time police scrushy charge securities exchange commission lengthy fbi investigation accounting fraud involve billion course year accord usa today sec originally bring count fraud charge make way trial ceo charge violate sarbanesoxley act act act protect investor improve accuracy reliability corporate disclosure pursuant security law purpose protect whistleblower scrushy acquit charge birmingham jury trial month later scrushy indict federal grand jury alongside alabama governor don siegelman count bribery extortion money laundering obstruction racketeering man convict accord new york times juror convict scrushy bribery conspiracy mail fraud carry long jail term june scrushy sentence year month federal prison order pay restitution united way alabama fine year probation siegelman earn similar sentence sentence year long circuit court uphold scrushys charge dismiss seven siegelman richard scrushy sit wiat scrushy sit wiat july scrushy release federal custody district court judge mark fuller preside trial trim scrushy sentence year ministry work prison scrushys plea separate family accord montgomery advertiser scrushy face civil suit healthsouth investor seek compensation money lose scrushys fraud june judge allwin horn order scrushy pay billion restitution accord alabamacom scrushys net worth divulge course trial million scrushy appeal verdict lose appeal,1
705,antonio oseguera cervante spanish paternal family oseguera second maternal family cervantes antonio oseguera cervantes spanish pronunciation antonio oseɣera θeɾˈβante bear august mexican suspect drug lord highranking leader jalisco new generation cartel cjng criminal group base jalisco brother nemesio oseguera cervantes alias el mencho leader cjng mexico mostwante drug lord mexico formally charge drug trafficking possession militaryexclusive firearm december oseguera cervante arrest drive tlajomulco jalisco imprison federal social readaptation center maximumsecurity prison sonora following year united states department treasury sanction foreign narcotics kingpin designation act provide financial material assistance cjng judge later release prison determine violation process early life career edit antonio oseguera cervantes bear august aguililla michoacán mexico use formal joel mora garibay go alias tony montana reportedly brother nemesio juan miguel marín abraham criminal background date oseguera cervante arrest heroin charge deport mexico renew drug trafficking activity sibling accuse heroin distribution crime decade oseguera cervante release prison mississippi convict property damage brother nemesio alias el mencho leader jalisco new generation cartel cjng mexico mostwante drug lord sibling oseguera cervante responsible supervise buying selling firearm cjng responsible manage money laundering scheme pass information law enforcement activity cjng accord mexican security force coordinate cjng operation base guadalajara metropolitan area october united states department treasury sanction mexican national include oseguera cervante foreign narcotics kingpin designation act know kingpin act allege involvement money launder andor international drug trafficking accuse provide financial material assistance brother nemesio inlaw abigael gonzález valencia alias el cuini leader cjng los cuinis b result sanction oseguera cervante asset freeze citizen prohibit carry transaction individual sanction julio alberto castillo rodríguez gonzález valencia clan members arnulfo édgar edén marisa ivette noemi elvis businessman fabián felipe vera lópez attorney maría teresa quintana navarro december oseguera cervante drive tlajomulco jalisco notice presence federal police mexican army try avoid pass checkpoint near home officer order stop c police follow track month know try live low profile avoid detection law enforcement oseguera cervante drive volkswagen jetta accompany bodyguard claim clothing merchant identify d alias joel mora garibay police arrest seize vehicle assault rifle handgun package undisclosed narcotic d federal police chief enrique francisco galindo ceballos es confirm arrest follow day press conference state oseguera cervante highranke leader cjng arrest major blow group financial circle december transfer mexico city send seido installation mexico antiorganize crime investigatory agency legal declaration december send federal social readaptation center maximumsecurity prison hermosillo sonora office general prosecutor pgr confirm charge drug trafficking possession militaryexclusive firearm federal court jalisco confirm charge december conclude pgr provide sufficient evidence court specify oseguera cervante find possession methamphetamine gram intent distribute december oseguera cervante defense issue writ amparo appeal court mexico city request remove charge court investigate injury arrest analyze torture confess result resist arrest court strike injunction consider charge nature arrest lawful july appeal court jalisco grant oseguera cervante writ amparo discover formally charge drug trafficking possession militaryexclusive weapon require signature judge document case unsigned court document contain information fingerprint evidence link oseguera cervante weapon drug seize moment arrest include information defense vehicle mental behavioral exam conduct criminal investigator appeal court state lack signature affect oseguera cervante legal representation constitute violation legal process push case oseguera cervante initial stage later release prison judge consider violation process reference retrieve,1
706,independent researcher abstract trading corporate insider significant public policy issue united states past decade despite series law prohibition trading insider material nonpublic information academic literature unambiguously suggest insider earn abnormal profit stock transaction general literature suggest purchase sale insider follow positive negative abnormal stock return ordinary investor benefit knowledge insider trading activity financial press investment analyst frequently provide information recent insider trade recent trend emerge action regulatory authority company use policy restrict insider trading time period follow regular news announcement company adopt policy secs approval limit insider transaction period immediately disclosure quarterly earning report presumably intend effect policy equalize access information insider external investor ensure firm officer comply insider trading law provide evidence incidence profitability insider trading follow quarterly earning announcement policy restrict insider trading postearning disclosure period induce insider delay profitable trade expect incidence insider trading increase quarterly earning disclosure postannouncement insider purchase sale precede positive negative abnormal return consistent foregone trading profit systematic abnormal return follow trade public disclosure erode informational advantage possess insider analysis indicate insider trading increase immediately quarterly earn disclosure trade associate forego trading profit consistent finding positive association postearning disclosure insider position earning forecast error expect insider delay purchase sale prior positive negative earning news evidence indicate substantial number insider buy sell unfavorable favorable earning news suggest insider trading action incorporate information reveal earning announcement find postearning disclosure trade associate significant abnormal return follow trade execution overall analysis suggest stock price behavior associate insider trade follow earning announcement substantively different result document numerous prior study broad sample insider trade result suggest policy limit period acceptable insider trading likely alter trade occur eliminate insider trading profit policy appear impose significant opportunity cost term foregone trading profit insider trade actually execute conclusion conditional observe effect policy insider trade execute journal information financial management fm serve profession publish significant new scholarly research finance high quality principal criterion publishability originality rigor timeliness practical relevance clarity fm enjoy broad circulation academic practitioner link generate new knowledge responsible employ knowledge creation value fm offer unique balance rigor originality research practical relevance publisher information wiley global provider content contentenable workflow solution area scientific technical medical scholarly research professional development education core business produce scientific technical medical scholarly journal reference work books database service advertise professional book subscription product certification training service online application education content service include integrate online teaching learn resource undergraduate graduate student lifelong learner found john wiley sons inc value source information understanding year help people world meet need fulfill aspiration wiley publish work nobel laureate category literature economic physiology medicine physics chemistry peace wiley partnership world lead society publish peerreviewed journal new book annually print online database major reference work laboratory protocol stms subject grow open access offering wiley commit wide possible dissemination access content publish support sustainable model access online platform wiley online library wileyonlinelibrarycom world extensive multidisciplinary collection online resource cover life health social physical science humanity,0
707,fiscal technology procurement fraud public sector defend proactivity uk government recent announcement provide advice help local council fight procurement fraud follow succession report local government lose income fraud corruption unique demand temporary change notice exacerbate stress result covid financial operation local government team pressure reduce operating cost simultaneously reduce incorrect payment challenging circumstance forensic solution service provider fiscal technology say key combat fraud preemptively take defensive approach operation report fraud corruption local government cost taxpayer year procurement fraud large single area financial loss follow lost income result covid parking income commercial waste service rental income council face situation believe route action section mean freeze essential spending especially time create problem result worry finance function local government need account payable ap department purchase pay process efficient possible importantly implement predictive forensic order retain protect cash proactively david thorley director customer development fiscal technology say need tackle fraud corruption local government present time pandemic cause covid worsen issue open vulnerability remote work imperative council address issue role account payable ap important ultimately ap team able act datum factual information oversight react hindsight strong position battle challenge order adopt proactive strategy finance leader local government need rethink need understanding risk factor david outlines risk factor pose current climate human error poor control present opportunity payment error exception fraud directly affect line regard payment exception tendency conduct audits write conduct thorough forensic review past transaction incorrectly believe exception low risk value take retrospective approach create risk case fund leave organisation ie have pay invoice twice accidently fund remain lose action take furthermore track resolve issue take time away productive activity identify duplicate payment investigate cause gather evidence recover lose fund lengthy process undoubtedly reduce effectiveness finance function ability deliver compliant financial reporting meet supplier term payment internal target organisation datum require run kind project information require national fraud initiative nfi nfi exercise take place year match electronic datum public private sector body prevent detect fraud council submit data october wait february result instead data forensically analyse report instantly resolve payment exception rapidly have occur fiscal technology enable local council identify historical payment error adverse payment trend exceptional accuracy clarity uncover lose work capital forensic payable analysis service refine year work local council fiscal unique service use payables datum erp system apply extensive range aipowered test logic support financial stability maintain supply chain relationship david add strong control risk financial loss greatly increase continuous preventative analysis monitoring payment independently erp system deliver great control reduce loss error fraud ultimately current climate important protect cash uncover lost income have right predictive forensic insight place enable council,0
708,fincen files uk bank move money link terror activity british bank move money link terrorist financing leak document standard chartered bank process payment jordans arab bank standard chartered file report alert authority transaction suspect illicit activity guise charity report raise concern possible terrorist finance payment review jury find arab bank knowingly provide banking service palestinian militant group hamas early verdict later overturn bank reach settlement victim relative victim hamas attack israel response leak document arab bank state abhor terrorism support encourage terrorist activity arab bank say notify standard charter concern transaction process customer standard chartered say take responsibility fight financial crime extremely seriously leak document know fincen file share buzzfeed news international consortium investigative journalist icij bbc news arabic arab bank accuse arab bank world large arab banking network branch spread continent agree settlement victim relative hamas attack carry israel image copyrightafp previous year civil jury find arab bank knowingly provide banking service leader palestinian militant group hamas charity control verdict later overturn judge incorrectly instruct jury year legal case produce evidence hamas bank money pay family suicide bomber early gary osen lawyer represent victim lawsuit arab bank tell bbc terrorist organisation not kind money organisation like hamas need operate need banking service arab bank simply large convenient route hamas regard terrorist group israel eu nation long record attack refusal renounce violence investigation regulator arab bank long authorise process dollar payment fine fail adequately guard money laundering terrorist financing properly report suspicious activity document bank world rely major western bank like standard charter help money dollar service know correspondent bank fincen file standard chartered begin investigation dollar payment process arab bank trial image copyrightreuter early standard chartered issue suspicious activity report sar alert authority potential instance criminal activity money laundering terrorist financing sar highlight payment standard chartered believe illicit activity guise charity payment label charity donation support gift large majority individual verify public domain accord standard chartered review payment trigger terrorism alert appear intend specially designate national sanction accord sar suspicious payment prompt standard chartered new york branch exit relationship arab bank bank arab bank say country operate arab bank good standing government regulator complie antiterrorism money laundering law government regulator find account transaction process arab bank violate antiterrorism law say allegation date nearly year vast majority account involve know terrorist link time arab bank add notify standard charter concern transaction process arab bank customer standard chartered stop process dollar payment arab bank continue maintain good business relationship standard charter say standard chartered say initiate account closure arab bank shortly court verdict process take time say sar admission fault bank conclusive evidence wrongdoing take place proper authority position determination add take responsibility fight financial crime extremely seriously invest substantially compliance programme nearly staff monitor suspicious transaction year monitor billion transaction potential suspicious activity fincen file leak secret document reveal major bank allow dirty money move world uk weak link financial system london awash russian cash file obtain buzzfeed news share international consortium investigative journalist icij journalist world panorama lead research bbc,1
709,enrons ken lie die enron corp founder kenneth lie face decade prison sprawling business fraud history die wednesday vacation aspen colo lie die coronary artery disease accord mesa county coroner robert kurtzman add evidence lie previous heart attack pitkin colo sheriffs department say call lays house old snowmass colo shortly take aspen valley hospital pronounce dead lie live houston frequently vacation colorado lie ascend nearpoverty minister son missouri pinnacle corporate america consider visionary president bushs ear enron halcyon day reputation monumental wealth shatter company guess face rest life jail heart know innocent man guess bear say close friend willie alexander lie turn sleepy natural gas pipeline group model new age capitalism say cbs news harry smith enron darling wall street peak turn billion profit lay enron executive jeffery skilling convict conspiracy security wire fraud verdict blame demise highprofile energy trader nation seventhlarg company squarely executive lie convict bank fraud make false statement bank separate nonjury trial relate lay personal finance lie insist fraud enron smith report jury not convinced family spokeswoman kelly l kimberly issue statement say ken lie pass away early morning aspen lay large family need communicate respect family release detail later time pastor steve wende united methodist church houston say statement church member lie die unexpectedly massive coronary wende say lay wife linda colorado week death totally unexpected apparently heart simply give lay schedule sentence oct face decade prison skilling reach telephone home houston tell associated press aware lay death decline comment prosecutor lay trial decline comment wednesday unexpected death government effort seek million judgment lay pocket conspiracy lie show sign physical mental weakness trial report cbs news correspondent barry bagnato combative witness stand hurt main lawyer sudden illness lie lead enron meteoric rise staid natural gas pipeline company form merger energy trading conglomerate reach fortune claim billion annual revenue travel high business political circle year corporation single big contributor president bush nickname kenny boy,1
710,jpmorgan push payment fraud protection small business customer new york reuters jpmorgan chase co jpmn countrys large lender step payment fraud protection small midsized business customer continue target scammer particularly amid covid pandemic fourinfive small midsized company target payment fraud year reduce business use tool detect suspicious payment early jpmorgan executive tell reuter bank new selfservice fraud hub introduce monday allow set alert unusually large payment control get pay service supplement current system customer bank set control fraud major concern devastating business say jennifer roberts chief executive chase business banking want provide safeguard easy set customize transaction measure come amid broad industry campaign business vigilant major source payment fraud legitimatelooke email impersonate chief executive bogus instruction pay supplier party email scam cost company billion year accord federal bureau investigation rise fraudster attempt exploit uncertainty cause covid pandemic big company frequent target scammer small company tend vulnerable sophisticated internal control help small business spot vulnerability bank offer add safety meter customer account dashboard graphically show score set safeguard include suspicious transaction alert advent paper check bank encourage customer step thwart fraud remain important businesstobusiness payment check accord association financial professional fast digital payment increase need strong control say jennifer barker wholesale payment executive jpmorgan jpmorgan fraud happy customer save bank cost hassle have recover fund,0
711,danske bank story europe big money laundering scandal clear danske bank fail live responsibility case possible money laundering estonia say thomas borgen ceo denmarks big financial institution resign admit billion questionable money flow danish bank estonian branch figure perspective gdp estonia billion figure question approach third gdp denmark billion raise question capacity bank government combat scourge money launder european commission call case big scandal europe danske bank denmark estonia financial watchdog face inquiry european union banking supervisor break law money laundering facilitate crime undermine financial system ultimately seriously damage economy recognised world sophisticated financial regime control flow suspect money system perspective scale problem national crime agency estimate cost money laundering uk economy billion year globally estimate cent global gdp s trillion launder criminal year money laundering process dirty money money identifiable proceed crime look legitimate pass financial system disguise suspicious origin technique generally involve layer transaction involve move money different country return way look legitimate involve spurious transaction inflated value pay high price shell company purchase resale property legitimate business fake litigation disguise ultimate source fund cash intensive business set document create suggest legitimate debt solicitor approach recover fake debtor make payment fund pass solicitor bank account client danske case recognition extent problem group major economy form financial action task force money launder idea produce set standard guideline monitor progress antimoney laundering regime focus identify suspicious transaction report antimoney laundering effort successful require financial institution know customer mean bank able identify ultimate beneficial recipient transaction person take profit customer book danske bank run trouble estonian branch come danske acquire sampo bank small finnish bank sampo nonresident portfolio estonia cause problem word independent report scandal preempt ceo borgens resignation antimoney laundering procedure estonian branch manifestly insufficient inadequate danske bank admit major deficiency control governance possible use danske banks branch estonia criminal activity money laundering danske shut nonresident portfolio clear bank antimoney laundering procedure estonian branch not work mere branch estonia subject danske money laundering system branch platform mean cover risk monitoring bank copenhagen headquarters independent investigation find half danskes customer estonia suspicious source fund pass portfolio identify cent come russia estonia latvia destination fund worldwide difficulty identify true source fund come lack transparency real owner customer portfolio proportion ukbased company register limited liability partnership mean require publish detail eventual owner classic case money laundering ownership pass series shell company eventual owner identify customer investigate national authority include fbi uk national crime agency danish regulator investigate danske bank harsh penalty bank ensue denmarks business minister say danish authority fine danske billion danish kroner million remain see longterm damage danske wide question surround failure international antimoney laundering regime date example significant criminal sanction failure implement effective antimoney laundering process business rigorous external scrutiny guideline implement high time financial system protect,1
712,enforcement tax evasion spread like virus united states firmly member small group country high level tax compliance help sustain infrastructure investment need support broad economic social prosperity study rank industrial country territory sixpoint taxcompliance scale example seventh place score high list singapore follow new zealand australia britain hong kong switzerland italy score study publish reduced irs funding lead significant reduction tax compliance united states treasury department report reduction beginning take time people realize extent evade taxis happen compliance fall rapidly robert h frank economics professor cornell university author influence put peer pressure work princeton follow twitter,0
713,cachiros cachiros found year active present territory hondura nicaragua ethnicity hondurans leader javier eriberto rivera maradiaga devis leonel rivera maradiaga activity drug traffic money laundering allies sinaloa cartel los rastrojos cachiros los cachiros honduran criminal organization dedicate drug trafficking found early group cattle farmer department colón olancho de honduras leader cachiros javier maradiaga know javier cachiro surrender government january trial maradiaga plead guilty charge drug trafficking maradiagas statement honduran authority seize good value million dollar net worth cachiro value billion dollar march devis leonel rivera maradiaga testify trial fabio porfirio lobo united states district court southern district new york rivera maradiaga declare period honduran government assist drug trafficking operation provide police intelligence radar information assignment military personnel provide security rivera maradiaga say organization pay bribe prominent member honduran government include president porfirio lobo sosa bribe order receive support operation grant contract company own cachiros devis leonel rivera maradiaga testify provide evidence form voice recording video photograph etc reference edit,1
714,mohamad iqbal abdurrahman accordance paragraph resolution subsequent related resolution isil daesh alqaida sanctions committee make accessible narrative summary reason listing individual group undertaking entity include isil daesh alqaida sanction list date narrative summary available committee website additional information mohamad iqbal abdurrahman know abu jibril close associate nurjaman riduan isamuddin aka hambali qdi jemaah islamiyah jis qde primary recruiter second command running ji operation head regional shura arrest malaysian authority june reportedly financial conduit alqaida qde region abdurrahman leadership kumpulan mujahideen malaysia kmm malaysian mujahideen organization close tie ji establish meeting afghanistan veterans kmm leadership include abu bakar baasyir qdi nurjaman riduan isamuddin abdurrahman elect deputy leader indonesian mujahidin council mmi mmi found inter alia baasyir chair ifran suryahadi awas young brother mohamad iqbal abdurrahman mmi associate ji organization indonesia come know mantiqi ii head abdullah anshori qdi anshori baasyir mmi financial conduit support jis goal bring likeminded group southeast asia mmis board member include agus dwikarna qdi ji members abdurrahman control arrahmah media proji video production company abdurrahman agus dwikarna leadership laskar mujahideen laskar jundullah paramilitary organization establish ji engage sectarian conflict closely link ji alqaida abdurrahman deport malaysia take custody indonesia serve halfmonth sentence immigration offense forgery,1
715,tie colombia government organize crime colombia president ivan duque monday appoint heir convict land thief terrorism sponsor viceminister promotion justice strengthen tie organized crime tweet duque announce appointment francisco chaux father juan jose chaux convict year prison terrorism support additionally accuse land theft president elect alleged help drug trafficking organization grant increase power family member representative notorious organize crime figure delicate appointment position relate justice victim land distribution impede land restitution victim example chauxs father lead repetition massive land heist government support uribe executive branch francisco chaux chauxs father intimate duque political patron alvaro uribe multiple commander nowdemobilized paramilitary organization auc terrorism help politician elect governor dispossess large amount land governor southwestern cauca province tie medellin crime lord don berna paramilitary warlord macaco el aleman salvatore mancuso hh paramilitary help chaux elect home province steal land palm oil plantation northwest colombia ivan duque president ivan duque investigate relationship late money launderer drug traffic organization marquitos figueroa personal assistant uribe conspire hernandez rig election favor duque mafioso know personally election fraud scandal call ñeñepolitica legal problem duque party wiretappe discuss votebuye illegal campaign donation marta lucia ramirez marta lucia ramirez duque vicepresident find tie medellin cartel auc narco memo fantasma invstigation transnational crime website insight crime vps husband alvaro rincon confirm work narco development real estate project capital bogota torres ramirez allegedly help narco kid accept bogotas exclusive school nuevo granada school receive donation memo fantasma wife medellin socialite catalina mejia vp accuse have conflict interest contractor duque financial patron grupo aval transport minister maria angela orozco alicia arango defense minister carlos holmes trujillo l interior minister alicia arango image interior ministry interior minister alicia arangos husband uribes presidential adviser force step alleged involvement embezzlement minister uribes private secretary presidency director farright democratic center party nancy patricia gutierrez nancy patricia gutierrez presidential human right adviser investigate alleged tie paramilitary organization auc member auc testify help enter senate election gutierrez play key role political warfare campaign orchestrate nowdefunct intelligence agency das smear uribes critic senator piedad cordoba rodolfo enrique zea agriculture minister rodolfo enrique zea investigate prosecutor generals office allegedly seek funnel coronavirus emergency aid fund people not suppose receive inspector generals office conduct second investigation similar charge relate zeas time secretary general territorial development bank findeter work professional life investment bank accuse wire money micky ramirez medellin cartel narco uribe president jorge rodrigo tovar jorge rodrigo tovar son paramilitary war lord jorge appoint victim coordinator interior minister alicia arango jorge brutal paramilitary warlord s auc commander son involve crime spend year work victim know attorney son victimizer appointment son warlord accuse massacre victim coordinator create major distrust victim andres augusto castro andres augusto castro dynasty politician director palm federation fedepalma see multiple member arrest castro represent duque appoint castro director land restitution unit make representative land thief responsible restitution land castro fail mention position apply current job raise question official conflict interest myriam carolina martinez myriam carolina martinez director fedepalma appointment national land agency predecessor agency found uribe nd liquidate president juan manuel santos rampant embezzlement land participation land dispossession chauxs company urapalma example able legalize ownership palm oil plantation expel paramilitary commander auc founder carlos castaño party leader alvaro uribe democratic center leader alvaro uribe admit associate medellin cartel allege founder bloque metro paramilitary group early evidence uribes involvement drug trafficking date late s business fabio ochoa founder medellin cartel cartel kick president appoint director civil aviation agency grande license airplane airstrip cartel uribe late brother child medellin cartel drug trafficker dolly cifuente brother alex el chapos righthand man arrest uribes niece currently want money laundering sinaloa cartel fabio valencia fabio valencia senior member democratic center brother convict have tie paramilitary group agc valencia justice minister cd chief long accuse have tie paramilitary drug trafficker ramon isazza deny luis alfredo ramos luis alfredo ramos duque debate chief await verdict allege tie paramilitary organization auc drug trafficker el tuso say finance conservative party mogul election campauign nubia stella martinez party director nubio stella martinez investigation allegedly receive illegal campaign fund duque campaign venezuelan businessman prosecution open investigation supreme court surrender wiretap martinez say receive venezuelan turn oil tycoon oswaldo cisnero say colombian subsidiary contribution legally lawmaker paola holguin father senator paola holguin frank holguin frontman medellin cartel leave large number real estate property death pablo escobar late uncle juan fernando reportedly assassin initially work medellin cartel later join don berna take control oficina de envigado fernando araujo fernando araujo son foreign minister fernando araujo nephew convict politician alvaro araujo maintain tie paramilitary organization auc multinational drummond maria fernanda cabal senator maria fernanda cabal investigation allegedly intimidate extort school teacher bogota voting cabal husband allege terrorism supporter jose felix ladauri receive hundred thousand dollar despite suspicion corruption mismanagement ruby helena chagui senator ruby helena spath heir landowne dynasty tie demobilization paramilitary organization auc family business proagrocor sentence return land help national lan agencys predecessor chaguis fugitive uncle allegedly finance paramilitary brother accuse conspire commit homicide jose obdulio gaviria senator jose obdulio gaviria cousin pablo escobar brother jorge previously admit maintain tie medellin crime syndicate oficina de envigado superior medellin mayors office sentence prison gaviria investigate alleged role conspiracy narcos nowdefunct intelligence agency das discredit wiretap supreme court investigate drug traffic tie uribe cousin mario maria del rosario guerra senator maria del rosario guerra heir political dynasty mar alleged corruption tie organize crime guerra brother jose convict tie cali cartel brother antonio accuse tie paramilitary organization auc senator cousin miguel alonso de la espriella paramilitary emissary congress arrest ciro ramirez senator ciro ramirez heir political dynasty boya take father place get elect congress family patriarch sentence prison tie auc santiago valencia senator santiago valencia heir dynasty lead allege parapolitician fabio valencia brother guillermo arrest tie agc director medellin district prosecution alvaro hernan prada house representative alvaro hernan prada investigate supreme court alleged role manipulation witness prevent paramilitary confirm previous testimony leading role uribe brother santiago foundation bloque metro leave victim antioquia edward rodriguez representative edward rodriguez allegedly take conspiracy drug traffic organization marquitos figueroa rig presidential election accuse votebuye election esteban quintero father house representative esteban quintero senator ruben dario quintero sentence prison close tie auc help enter senate gabriel jaime vallejo house representative jaime vallejo investigation state council director foundation allegedly receive government grant gabriel santos house representative gabriel santos son colombias ambassador washington dc francisco santo accuse multiple member paramilitary organization auc seek formation death squad bogota gustavo londoño house representative gustavo londoño land thief eastern vichada province force return land illegally appropriate criminal practice reveal press john jairo bermudez representative john jairo bermudez associate suarez clan bello rise power beginning century thank intimate tie organize crime antiquia jose jaime uscategui house representative jose jaime uscategui son general jaime uscategui sentence year prison tie paramilitary group auc role massacre juan david velez house representative juan david velez implicate witness tamper trial uribe juan manuel daza house representative juan manuel daza son jaime daza secretary general ranchers federation fedegan close tie paramilitary organization suspect embezzlement government fund daza boss jose felix lafaurie charge margarita restrepo house representative margarita restrepo investigation swindle vote buying criminal prosecution receive complaint voter say restrepo offer vacation television vote receive promised reward oscar leonardo villamizar house representative oscar leonardo villamizar son senator alirio villamizar sentence prison receive notary office return buy vote uribe house representatives mother prison notary criminal purpose,1
716,fight corruption global peace development security author director governance peacebuilding bureau policy programme support undp december international anticorruption day opportunity reaffirm commitment fight corruption cost corruption society enormous report global financial integrity estimate illicit financial flow iff range trillion trillion world economic forum estimate cost corruption today equal percent global gdp trillion figure staggering staggering lie financial calculation world dire poverty inequality continue exacerbate distortion income distribution public expenditure decision influence corrupt practice panama paradise paper reveal magnitude hide wealth world offshore jurisdiction accord oxfam international tax evasion cause africa lose billion year fiscal revenue lose budgetary resource pay healthcare save life million child employ teacher african child school similarly global corruption barometer asiapacific region show people survey percent poor say pay bribe access public service datum country compile transparency international reveal high level bribepaye associate low literacy rate young people money lose corruption development deny risk leave corruption not divert resource development corrode public trust government institution undermine rule law impairs system check balance contribute violence insecurity recent study reveal corruption impunity injustice inequality breed structural driver violent extremism cause death nearly people cost nearly billion global economy undp research point link violent extremism experience perception injustice corruption systematic discrimination political economic marginalization peace corruption report provide empirical evidence certain threshold correlation increase level corruption grow violence conflict measure political instability violence terrorism organize crime arm trafficking homicide rate address corruption crime impediment development direct threat peace stability agenda sustainable development make explicit link corruption peaceful inclusive society important commitment agenda leave delivery service decisionmake dispensation justice achieve ambitious goal possible tackle corruption form year undpunodc anticorruption campaign commemorate international anticorruption day focus theme unite corruption development peace security,0
717,leak panama paper expose dirty dealing syrias war international figure name panama paper trove million leak financial legal document public weekend rich man syria rami makhlouf makhlouf cousin close friend syrian president bashar assad s hate man country flagrant corruption help spark syrias uprising protester attack business chant rami makhlouf rob sure makhlouf exploit close connection assad regime amass fortune billion control percent syrian economy reuters report makhlouf total partial monopoly syrias telecommunications real estate oil airline duty free construction import sector foreigner want business syria makhlouf analyst million leak document panamanian law firm mossack fonseca obtain international consortium investigative journalist german newspaper süddeutsche zeitung publish sunday largestever data leak offshore company shed light makhlouf stash cash overseas help foreign business partner mossack fonseca set run company own makhlouf register british virgin island relatively easy hide cash tax regulatory criminal authority makhloufs business appear classic shell company financial entity not right instead mainly serve place money chase makhloufs wealth ban american company deal business role fuel corruption syria analyst believe makhlouf serve assad bagman manage president illgotten gain panama paper reveal international bank law firm keep work makhlouf regime ally spite sanction war break syria mossack fonseca reject advice compliance department cut syrian tycoon protester take street decry regime despite year sanction partner firm dismiss claim makhlouf rumor defend decision base advice ukheadquartered bank hsbc role makhloufs banker reveal previous leak prompt senate investigation syrian regime respond protest deadly force european union impose sanction makhlouf member regime mid hsbc mossack fonseca finally cut tie know individual association report medium mossack fonseca say makhlouf statement follow leak registered agent company later discover resold deal directly banking secrecy law switzerland access information final beneficiary company question law firm deny panama paper establish wrongdoing note illegal set offshore company guardian note legitimate reason people want anonymity protect money overseas scale practice stagger study report trillion trillion park offshore account reach authority mossack fonseca say set offshore company panama paper reveal mossack client include world leader official relative sport star arm dealer drug lord icelandic prime minister sigmundur david gunnlaugsson step tuesday revelation offshore dealing spark massive protest makhloufs country hold accountable syria spend past year implode protest corruption repression crush today embroil complicated brutal war nearly half million casualty date rami makhlouf symbolize corruption syria brother hafez symbolize repression hafez makhlouf yearold damascus branch chief syrian intelligence agency call general security directorate impose sanction treasury say hafez makhlouf leading role respond protest syria include deadly crackdown protester day uprising hafez name panama paper director company register british virgin island mossack fonseca assads syria corruption repression work hand hand makhlouf brother striking example dirty dealing regime inner circle rami makhlouf intelligence apparatus run brother intimidate business rival prominent economist criticize authority give rami contract set countrys large cell phone operator end spend seven year jail totally clear brother fare war start uprising rami makhlouf reportedly anger assad warn interview new york times regime fight death survival shortly makhlouf declare quit business donate profit charity syrians not believe june swiss court reject makhloufs attempt unfreeze asset country express skepticism d actually dissociate regime claim hafez makhlouf lose intelligence post later report leave syria belarus russia unlike brother able persuade swiss court unfreeze million hold country leak mossack fonseca help syrian company work regime war escalate law firm help syrian company blacklist create company seychelle accord french newspaper icij medium partner le monde company sanction sell fuel assad regime potentially warplane terrorize syrian town city mossack fonseca keep work company associate regime pangate international month sanction impose july accord document,1
718,name italian camorra mob figure washington ap treasury name mob boss italys camorra organized crime family ban bank business america treasury department wednesday identify business link brother circle multiethnic criminal organization treasurys nameandban campaign include japan yakuza zetas mexico ms gang operate central america allege camorra figure mob boss marco di lauro fugitive drug trafficker mario riccio imprison assassinenforcer antonio mennetta jail drug conspirator mariano abete rosario guarino arrest implicate dozen murder brother circle base eastern europe worldwide influence treasury name company avuar ooo guga arm sro group,1
